Price,Date,Close
Ticker,,PLTR
0,738967,24.18000030517578
1,738970,24.510000228881836
2,738971,24.889999389648438
3,738972,24.510000228881836
4,738973,23.010000228881836
5,738977,22.860000610351562
6,738978,22.719999313354492
7,738979,22.700000762939453
8,738980,22.479999542236328
9,738981,22.959999084472656
10,738984,23.0
11,738985,22.809999465942383
12,738986,22.420000076293945
13,738987,22.84000015258789
14,738988,22.670000076293945
15,738991,21.899999618530273
16,738992,21.8799991607666
17,738993,21.309999465942383
18,738994,21.1299991607666
19,738995,20.469999313354492
20,738998,20.969999313354492
21,738999,21.639999389648438
22,739000,21.59000015258789
23,739001,21.709999084472656
24,739002,22.520000457763672
25,739005,22.829999923706055
26,739006,21.969999313354492
27,739007,22.1200008392334
28,739008,22.549999237060547
29,739009,23.329999923706055
30,739012,25.209999084472656
31,739013,21.399999618530273
32,739014,21.559999465942383
33,739015,21.139999389648438
34,739016,20.600000381469727
35,739019,20.940000534057617
36,739020,21.440000534057617
37,739021,21.670000076293945
38,739022,21.649999618530273
39,739023,21.760000228881836
40,739026,21.6200008392334
41,739027,21.239999771118164
42,739028,21.170000076293945
43,739029,20.719999313354492
44,739030,21.010000228881836
45,739034,21.049999237060547
46,739035,20.940000534057617
47,739036,21.729999542236328
48,739037,21.68000030517578
49,739040,21.31999969482422
50,739041,22.100000381469727
51,739042,22.959999084472656
52,739043,23.790000915527344
53,739044,23.309999465942383
54,739047,23.1299991607666
55,739048,23.850000381469727
56,739049,23.770000457763672
57,739050,23.270000457763672
58,739051,23.56999969482422
59,739054,25.020000457763672
60,739055,25.81999969482422
61,739057,25.559999465942383
62,739058,23.84000015258789
63,739061,24.15999984741211
64,739062,24.559999465942383
65,739063,24.100000381469727
66,739064,25.219999313354492
67,739065,25.329999923706055
68,739068,25.8799991607666
69,739069,25.829999923706055
70,739070,25.850000381469727
71,739072,27.229999542236328
72,739075,27.700000762939453
73,739076,27.389999389648438
74,739077,28.420000076293945
75,739078,27.639999389648438
76,739079,28.06999969482422
77,739082,28.670000076293945
78,739083,28.670000076293945
79,739084,28.219999313354492
80,739085,28.639999389648438
81,739086,28.579999923706055
82,739089,28.459999084472656
83,739090,28.809999465942383
84,739091,26.600000381469727
85,739092,26.6299991607666
86,739093,27.18000030517578
87,739096,27.079999923706055
88,739097,26.3700008392334
89,739098,26.889999389648438
90,739099,26.079999923706055
91,739100,24.739999771118164
92,739103,24.09000015258789
93,739104,26.59000015258789
94,739105,26.31999969482422
95,739106,29.280000686645508
96,739107,30.010000228881836
97,739110,29.3799991607666
98,739111,30.389999389648438
99,739112,31.0
100,739113,31.219999313354492
101,739114,32.08000183105469
102,739117,32.5
103,739118,32.31999969482422
104,739119,32.540000915527344
105,739120,31.920000076293945
106,739121,31.780000686645508
107,739124,30.850000381469727
108,739125,30.84000015258789
109,739126,30.360000610351562
110,739127,31.0
111,739128,31.479999542236328
112,739132,30.510000228881836
113,739133,30.59000015258789
114,739134,30.15999984741211
115,739135,30.329999923706055
116,739138,34.599998474121094
117,739139,34.7599983215332
118,739140,34.849998474121094
119,739141,34.90999984741211
120,739142,35.59000015258789
121,739145,36.310001373291016
122,739146,36.45000076293945
123,739147,36.380001068115234
124,739148,36.83000183105469
125,739149,37.20000076293945
126,739152,37.95000076293945
127,739153,36.900001525878906
128,739154,37.119998931884766
129,739155,37.099998474121094
130,739156,36.84000015258789
131,739159,37.20000076293945
132,739160,36.459999084472656
133,739161,37.4900016784668
134,739162,39.2400016784668
135,739163,40.0099983215332
136,739166,38.88999938964844
137,739167,41.45000076293945
138,739168,43.130001068115234
139,739169,43.52000045776367
140,739170,43.5099983215332
141,739173,43.400001525878906
142,739174,42.43000030517578
143,739175,41.93000030517578
144,739176,42.0
145,739177,42.970001220703125
146,739180,42.70000076293945
147,739181,42.939998626708984
148,739182,42.59000015258789
149,739183,43.560001373291016
150,739184,44.86000061035156
151,739187,44.970001220703125
152,739188,44.93000030517578
153,739189,43.689998626708984
154,739190,41.560001373291016
155,739191,41.91999816894531
156,739194,41.40999984741211
157,739195,51.130001068115234
158,739196,55.529998779296875
159,739197,55.880001068115234
160,739198,58.38999938964844
161,739201,60.2400016784668
162,739202,59.849998474121094
163,739203,60.70000076293945
164,739204,59.18000030517578
165,739205,65.7699966430664
166,739208,61.2599983215332
167,739209,62.97999954223633
168,739210,62.119998931884766
169,739211,61.36000061035156
170,739212,64.3499984741211
171,739215,64.6500015258789
172,739216,65.73999786376953
173,739217,66.05000305175781
174,739219,67.08000183105469
175,739222,66.38999938964844
176,739223,70.95999908447266
177,739224,69.8499984741211
178,739225,71.87000274658203
179,739226,76.33999633789062
180,739229,72.45999908447266
181,739230,70.88999938964844
182,739231,72.51000213623047
183,739232,73.19999694824219
184,739233,76.06999969482422
185,739236,75.75
186,739237,74.38999938964844
187,739238,71.51000213623047
188,739239,74.20999908447266
189,739240,80.55000305175781
190,739243,80.69000244140625
191,739244,82.37999725341797
192,739246,82.13999938964844
193,739247,79.08000183105469
194,739250,77.18000030517578
195,739251,75.62999725341797
196,739253,75.19000244140625
197,739254,79.88999938964844
198,739257,75.91999816894531
199,739258,69.98999786376953
200,739259,68.2300033569336
201,739261,67.26000213623047
202,739264,64.9800033569336
203,739265,65.91000366210938
204,739266,68.13999938964844
205,739267,69.23999786376953
206,739268,71.7699966430664
207,739272,73.06999969482422
208,739273,76.87000274658203
209,739274,78.9800033569336
210,739275,78.9800033569336
211,739278,75.44000244140625
212,739279,80.2300033569336
213,739280,79.76000213623047
214,739281,81.22000122070312
215,739282,82.48999786376953
216,739285,83.73999786376953
217,739286,103.83000183105469
218,739287,101.36000061035156
219,739288,111.27999877929688
220,739289,110.8499984741211
221,739292,116.6500015258789
222,739293,112.62000274658203
223,739294,117.38999938964844
224,739295,117.91000366210938
225,739296,119.16000366210938
226,739300,124.62000274658203
227,739301,112.05999755859375
228,739302,106.2699966430664
229,739303,101.3499984741211
230,739306,90.68000030517578
231,739307,87.83999633789062
232,739308,89.30999755859375
233,739309,84.7699966430664
234,739310,84.91999816894531
235,739313,83.41999816894531
236,739314,84.4000015258789
237,739315,90.12999725341797
238,739316,80.45999908447266
239,739317,84.91000366210938
240,739320,76.37999725341797
241,739321,78.05000305175781
242,739322,83.6500015258789
243,739323,79.62000274658203
244,739324,86.23999786376953
245,739327,87.3499984741211
246,739328,83.88999938964844
247,739329,86.0999984741211
248,739330,87.38999938964844
249,739331,90.95999908447266
